m,re_key,qu_1,m_1,unit_1,qu_2,m_2,unit_2,lookups_item_key,l_p,s,r,url,finalMap,
<_sre.SRE_Match object at 0x000000000B8A1BF8>,st,CD ,,CD NN,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)+?){1,1}(?P<item>(JJ ?)*? (VB(D|N|G|P)? ?)*?(NNS? ?)+?){1,1}",CD NN VBD NN NN NN,0.5 cup salted butter room temperature,0.5 cup salted butter room temperature,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000B8A1B10>,st,CD ,,CD NNS,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)+?){1,1}(?P<item>(JJ ?)*? (VB(D|N|G|P)? ?)*?(NNS? ?)+?){1,1}",CD NNS VBD NN,3 cups powdered sugar,3 cups powdered sugar,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000B8A1BF8>,st,CD ,,CD NN,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)+?){1,1}(?P<item>(JJ ?)*? (VB(D|N|G|P)? ?)*?(NNS? ?)+?){1,1}",CD NN NN,2 tsp vanilla,2 tsp vanilla,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,DT JJ NNS IN JJ NN NN,a few drops of red food colouring,a few drops of red food colouring,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,NN IN NN,pinch of salt,pinch of salt,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000B8A1BF8>,st,CD ,,CD NN,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)+?){1,1}(?P<item>(JJ ?)*? (VB(D|N|G|P)? ?)*?(NNS? ?)+?){1,1}",CD NN VBD NN NN NN,0.5 cup salted butter room temperature,0.5 cup salted butter room temperature,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F8B1220>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ JJ NN,0.5 cup white sugar,0.5 cup white sugar,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F8B1318>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NN,1 egg,1 egg,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000B8A1BF8>,st,CD ,,CD NN,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)+?){1,1}(?P<item>(JJ ?)*? (VB(D|N|G|P)? ?)*?(NNS? ?)+?){1,1}",CD NN NN,2 tsp vanilla,2 tsp vanilla,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F8B1318>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NNS VBP,1.25 cups flour,1.25 cups flour,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000B8A1BF8>,st,CD ,,CD NN NN,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)+?){1,1}(?P<item>(JJ ?)*? (VB(D|N|G|P)? ?)*?(NNS? ?)+?){1,1}",CD NN NN NN,1 tsp baking powder,1 tsp baking powder,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F8B1318>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ NN NN,1 tsp corn starch,1 tsp corn starch,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,VBN JJ NNS IN JJ JJ,sliced fresh strawberries for garnish optional,sliced fresh strawberries for garnish optional,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000B97CBF8>,st,CD ,NN ,CD NN ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(JJ ?)*? (VB(D|N|G|P)? ?)*?(NNS? ?)+?){1,1}",CD NN JJ NNS,1 cup frozen strawberries,1 cup frozen strawberries,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000B97C770>,st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(JJ ?)*? (VB(D|N|G|P)? ?)*?(NNS? ?)+?){1,1}",CD JJ NN,2 tbsp water,2 tbsp water,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000B97CBF8>,st,CD ,,CD NN,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(JJ ?)*? (VB(D|N|G|P)? ?)*?(NNS? ?)+?){1,1}",CD NN NN,2 tbsp sugar,2 tbsp sugar,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000B97C770>,st,CD ,,CD NN NN,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(JJ ?)*? (VB(D|N|G|P)? ?)*?(NNS? ?)+?){1,1}",CD NN NN NN,1 tbsp lemon juice,1 tbsp lemon juice,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000B97CBF8>,st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(JJ ?)*? (VB(D|N|G|P)? ?)*?(NNS? ?)+?){1,1}",CD JJ NN NN NN IN CD NNS NN,1 tbsp corn starch mixed with 3 tbsp water,1 tbsp corn starch mixed with 3 tbsp water,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000B97C770>,st,CD ,,CD NN,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(JJ ?)*? (VB(D|N|G|P)? ?)*?(NNS? ?)+?){1,1}",CD NN VBD NN NN NN,0.5 cup salted butter room temperature,0.5 cup salted butter room temperature,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000B97CBF8>,st,CD ,,CD NNS,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(JJ ?)*? (VB(D|N|G|P)? ?)*?(NNS? ?)+?){1,1}",CD NNS VBD NN,3 cups powdered sugar,3 cups powdered sugar,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000B97C770>,st,CD ,,CD NN,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(JJ ?)*? (VB(D|N|G|P)? ?)*?(NNS? ?)+?){1,1}",CD NN NN,2 tsp vanilla,2 tsp vanilla,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,DT JJ NNS IN JJ NN NN,a few drops of red food colouring,a few drops of red food colouring,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,NN IN NN,pinch of salt,pinch of salt,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000B97C770>,st,CD ,,CD NN,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(JJ ?)*? (VB(D|N|G|P)? ?)*?(NNS? ?)+?){1,1}",CD NN VBD NN NN NN,0.5 cup salted butter room temperature,0.5 cup salted butter room temperature,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000B97CBF8>,st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(JJ ?)*? (VB(D|N|G|P)? ?)*?(NNS? ?)+?){1,1}",CD JJ JJ NN,0.5 cup white sugar,0.5 cup white sugar,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000B97C770>,st,,,CD,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(JJ ?)*? (VB(D|N|G|P)? ?)*?(NNS? ?)+?){1,1}",CD NN,1 egg,1 egg,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000B97CBF8>,st,CD ,,CD NN,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(JJ ?)*? (VB(D|N|G|P)? ?)*?(NNS? ?)+?){1,1}",CD NN NN,2 tsp vanilla,2 tsp vanilla,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000B97C770>,st,,,CD,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(JJ ?)*? (VB(D|N|G|P)? ?)*?(NNS? ?)+?){1,1}",CD NNS VBP,1.25 cups flour,1.25 cups flour,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000B97CBF8>,st,CD ,,CD NN NN,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(JJ ?)*? (VB(D|N|G|P)? ?)*?(NNS? ?)+?){1,1}",CD NN NN NN,1 tsp baking powder,1 tsp baking powder,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000B97C770>,st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?)+?(?P<m_1>NNS? ?)*?){1,1}(?P<item>(JJ ?)*? (VB(D|N|G|P)? ?)*?(NNS? ?)+?){1,1}",CD JJ NN NN,1 tsp corn starch,1 tsp corn starch,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,VBN JJ NNS IN JJ JJ,sliced fresh strawberries for garnish optional,sliced fresh strawberries for garnish optional,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,DT JJ NNS IN JJ NN NN,a few drops of red food colouring,a few drops of red food colouring,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,NN IN NN,pinch of salt,pinch of salt,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,VBN JJ NNS IN JJ JJ,sliced fresh strawberries for garnish optional,sliced fresh strawberries for garnish optional,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,DT JJ NNS IN JJ NN NN,a few drops of red food colouring,a few drops of red food colouring,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,NN IN NN,pinch of salt,pinch of salt,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,VBN JJ NNS IN JJ JJ,sliced fresh strawberries for garnish optional,sliced fresh strawberries for garnish optional,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,DT JJ NNS IN JJ NN NN,a few drops of red food colouring,a few drops of red food colouring,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,NN IN NN,pinch of salt,pinch of salt,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,VBN JJ NNS IN JJ JJ,sliced fresh strawberries for garnish optional,sliced fresh strawberries for garnish optional,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,DT JJ NNS IN JJ NN NN,a few drops of red food colouring,a few drops of red food colouring,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,NN IN NN,pinch of salt,pinch of salt,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,VBN JJ NNS IN JJ JJ,sliced fresh strawberries for garnish optional,sliced fresh strawberries for garnish optional,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,DT JJ NNS IN JJ NN NN,a few drops of red food colouring,a few drops of red food colouring,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,NN IN NN,pinch of salt,pinch of salt,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,VBN JJ NNS IN JJ JJ,sliced fresh strawberries for garnish optional,sliced fresh strawberries for garnish optional,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,DT JJ NNS IN JJ NN NN,a few drops of red food colouring,a few drops of red food colouring,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,NN IN NN,pinch of salt,pinch of salt,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,VBN JJ NNS IN JJ JJ,sliced fresh strawberries for garnish optional,sliced fresh strawberries for garnish optional,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F6FE318>,n_st,CD ,NN ,CD NN ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NN JJ NNS,1 cup frozen strawberries,1 cup frozen strawberries,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F6FE410>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ NN,2 tbsp water,2 tbsp water,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F6FE318>,n_st,CD ,NN ,CD NN ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NN NN,2 tbsp sugar,2 tbsp sugar,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F6FE410>,n_st,CD ,NN ,CD NN NN ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NN NN NN,1 tbsp lemon juice,1 tbsp lemon juice,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F6FE318>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ NN NN NN IN CD NNS NN,1 tbsp corn starch mixed with 3 tbsp water,1 tbsp corn starch mixed with 3 tbsp water,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F6FE410>,n_st,CD ,NN ,CD NN ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NN VBD NN NN NN,0.5 cup salted butter room temperature,0.5 cup salted butter room temperature,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F6FE318>,n_st,CD ,NNS ,CD NNS ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NNS VBD NN,3 cups powdered sugar,3 cups powdered sugar,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F6FE410>,n_st,CD ,NN ,CD NN ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NN NN,2 tsp vanilla,2 tsp vanilla,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,DT JJ NNS IN JJ NN NN,a few drops of red food colouring,a few drops of red food colouring,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,NN IN NN,pinch of salt,pinch of salt,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F6FE410>,n_st,CD ,NN ,CD NN ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NN VBD NN NN NN,0.5 cup salted butter room temperature,0.5 cup salted butter room temperature,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F6FE318>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ JJ NN,0.5 cup white sugar,0.5 cup white sugar,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F6FE410>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NN,1 egg,1 egg,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F6FE318>,n_st,CD ,NN ,CD NN ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NN NN,2 tsp vanilla,2 tsp vanilla,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F6FE410>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NNS VBP,1.25 cups flour,1.25 cups flour,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F6FE318>,n_st,CD ,NN ,CD NN NN ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NN NN NN,1 tsp baking powder,1 tsp baking powder,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F6FE410>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ NN NN,1 tsp corn starch,1 tsp corn starch,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,VBN JJ NNS IN JJ JJ,sliced fresh strawberries for garnish optional,sliced fresh strawberries for garnish optional,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F7C3318>,n_st,CD ,NN ,CD NN ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NN JJ NNS,1 cup frozen strawberries,1 cup frozen strawberries,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F7C3410>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ NN,2 tbsp water,2 tbsp water,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F7C3318>,n_st,CD ,NN ,CD NN ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NN NN,2 tbsp sugar,2 tbsp sugar,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F7C3410>,n_st,CD ,NN ,CD NN NN ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NN NN NN,1 tbsp lemon juice,1 tbsp lemon juice,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F7C3318>,n_st,CD ,,CD ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD JJ NN NN NN IN CD NNS NN,1 tbsp corn starch mixed with 3 tbsp water,1 tbsp corn starch mixed with 3 tbsp water,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F7C3410>,n_st,CD ,NN ,CD NN ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NN VBD NN NN NN,0.5 cup salted butter room temperature,0.5 cup salted butter room temperature,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F7C3318>,n_st,CD ,NNS ,CD NNS ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NNS VBD NN,3 cups powdered sugar,3 cups powdered sugar,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
<_sre.SRE_Match object at 0x000000000F7C3410>,n_st,CD ,NN ,CD NN ,None,None,None,"(?P<unit_1>(?P<qu_1>CD ?){1,2}(?P<m_1>NNS? ?)*){1,1}(?P<item>((JJ ?)*(VB(D|N|G|P)? ?)*)*(NNS? ?){1,3}){1,1}",CD NN NN,2 tsp vanilla,2 tsp vanilla,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,DT JJ NNS IN JJ NN NN,a few drops of red food colouring,a few drops of red food colouring,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
,,None,None,None,None,None,None,,NN IN NN,pinch of salt,pinch of salt,http://www.livelymess.com/2017/08/stawberry-sugar-cookie-bars/,[{'class': ['ingredient']}],
